title,label
'This Week' Transcript: Gen. Jim Jones (Ret.),real
Public Views on Health Care Overhaul Top Week's News,real
"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",fake
Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,fake
Protecting Our Children from the Dangers of Smoking,real
Palin tries new tactic to unload hated jet: Gov. Sarah Palin background,real
Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,fake
WarOnPoverty50,real
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",fake
"Most heroin in U.S. now comes across Mexican border, Rob Portman says",real
Fiscal Year 2011 Email interview with Todd Harrison of the Center for Strategic and Budgetary Assessments,real
Attorney General Sessions Statement on Recusal,fake
Obama Secretly Flees US – Leaves Stunning Evidence Behind,fake
Ted Cruz' Full 'Meet the Press' Interview,real
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,fake
Sen. Barack Obama's answer to meeting energy demands,real
Congress: Job Ratings,real
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,fake
McCain Blamed For Sabotaging Trump,fake
Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,real
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,fake
Estonia Might Have The Most Efficient Tax Filing System In The World,real
2007 Kaiser/HRET Employer Health Benefits Survey,real
Account Suspended,fake
U.S. House Committee on Foreign Affairs,real
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",fake
Denzel Washington hit by Facebook fake news story on Trump,fake
Patient Protection and Affordable Care Act,real
Inquiry Sought in Hillary Clinton’s Use of Email,real
Clinton Foundations Sends Water To Houston For $7 A Bottle,fake
"As Americans Save Money, their Government Spends with Reckless Abandon",real
"Vladimir Putin's Approval Rating Hits All-Time High, Boosted by Syria Airstrikes",real
"In reversal, McCain says lift ban on offshore drilling",real
CQ Vote Studies,real
"Background Briefing on GM Restructuring, May 31, 2009",real
"President Trump Campaigns Rick Saccone Pennsylvania, Mar 10 2018",real
Transcript of Republican Presidential debate at the Ronald Reagan Library in Simi Valley,real
BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,fake
Leonardo DiCaprio Tells President Obama That He's Going to Mars,fake
Des Moines Register,real
comments in Fayetteville NC,real
Jim DeMint on Twitter,real
The Tonight Show with Jay Leno,real
Southwest Airlines 2017,fake
BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,fake
Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster',real
Critical Mention,real
Delta Force Raids Obama Stronghold in Thailand,fake
First Presidential Debate,real
Babysitter on Crystal Meth Eats 3-Month-Old Baby,fake
"Oprah Winfrey: The Butler, racism and Obama",fake
American News is under construction,fake
'This Week' Transcript: Pelosi and Gates,real
"Somali Immigrant Crashes Car Into Ohio Families Home, Killing The Infant At Home",fake
'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers,real
McCain spoke up early,real
New York Election Results November 7,real
"Key Facts: Race, Ethnicity and Medical Care",real
Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,fake
Bachmann: “White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery”,fake
Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,fake
Mike Gravel 2008,real
"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",fake
Change We Can Believe In,real
Text - H.R.2122 - 106th Congress (1999-2000): Mandatory Gun Show Background Check Act,real
International Arrest Warrant Issued for George Soros,fake
BREAKING: Nancy Pelosi To Resign After New Revelations – NRTOnline,fake
Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,fake
Mourning in America,real
Financial Rescue Nears GDP as Pledges Top 128 Trillion by Mark Pittman and Bob Ivry,real
"He says universal, but it's no guarantee",real
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,fake
Full text: Jeff Flake on Trump speech transcript,fake
Cravaack Passes Amendment to Improve US Aviation Security in Opposition to Obamas Planned Disarming of Federal Flight Deck Officers,real
Alabama Secretary of State,fake
Rep. Michael McCaul (R-TX) Appears on Face the Nation,real
eCFR — Code of Federal Regulations,real
"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle East Peace",real
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,fake
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",fake
Americas 5 Best Governors,real
"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",fake
Administration Is Seeking $700 Billion for Wall Street,real
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,fake
PolitiFact’s annotated transcript of the second presidential debate,real
"Romney makes pitch, hoping to close deal : Elections : The Rocky Mountain News",real
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,fake
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",fake
"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to United States",real
Sanders Supports Gun Safety Bill,real
Donald Trump featured in new jihadist recruitment video,real
The CNN Democratic presidential debate in Texas,real
The Democratic Debate in Cleveland,real
The Texas Unmiracle,real
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,fake
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
Rep Mike Pence Web site,real
U.S. Senator Debbie Stabenow of Michigan,real
AUTOS: The Dinosaur Hunter,real
Ivanka Trump: Father feels 'vindicated' after Comey hearing,real
Keanu Reeves Shook The World With Another POWERFUL Message,fake
Wife of Las Vegas massacre victim: ‘He saved my life and lost his’,fake
Obamas comments on capandtrade costs,real
New Regulation Requires 75 MPH Governor On All Motorcycles,fake
International Energy Statistics,real
"Before leaving governor’s office in 2006, Mitt Romney’s staff eliminated e-mail records",real
Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,fake
Resource Not Available,real
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,fake
Change We Can Believe In,real
Hispanic Populations Share of Wealth Likely to Increase by 2025,real
Obama Promises Abortion in Public Plan,real
Senator Bernie Sanders on Democratic Socialism in the United States,real
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,fake
BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,fake
Hillary Clinton Remarks at National Urban League Conference,real
"Crist has experience to be vice president, McCain says",real
Barasso Ready to Question Kagan,real
Court Orders Obama To Pay $400 Million In Restitution,fake
remarks in Philadelphia,real
Daily Fuel Gauge Report Aug 1,real
Transcripts,real
Senate Passes Obama-Hagel Provision Aimed at Preventing Nuclear Terrorism,real
Interest Group Ratings,real
"Obama for America TV Ad: ""Firms""",real
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,fake
Donald Trump Sets Conditions for Defending NATO Allies Against Attack,real
Full text: Jeff Flake on Trump speech transcript,real
Resource Not Available,real
PolitiFact’s annotated transcript of the second presidential debate,real
BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,fake
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),fake
Carnival Cruise Lines will now offer FREE Cruises,fake
"Nancy Pelosi, Wicked Witch of the West",real
FDIC: FIL-14-2005: Revised Examination Guidance,real
Taxable Estates Estate Tax Liability and Average Estate Tax Rate By Size of Gross Estate,real
Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,fake
Should ISIS' gains lead to more U.S. troops in Iraq?,real
"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",fake
"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",real
BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia,fake
JUST IN: John Kerry Facing Prison,fake
BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,fake
“Put Palin’s WolfKilling Record on Television”,real
Assistant professor of economics at the Gatton College of Business and Economics at University of Kentucky,real
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,fake
Transcripts,real
"Hillary Rodham Clinton, Senator for New York: Floor Speech of Senator Hillary Rodham Clinton on S.J. Res. 45, A Resolution to Authorize the Use of United States Armed Forces Against Iraq",real
No MidOct Paycheck for Troops if Government Shuts Down Lawmaker says,real
Philando Castile Had Been Stopped 52 Times By Police,real
"DNC TV AD: ""Trapped""",real
"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",real
Rep Jan Schakowsky on MSNBC,real
Executive Order Protecting the Nation from Foreign Terrorist Entry into the United States,real
Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,fake
US Foreign Economic and Military Aid by Major Recipient Country The New York Times,real
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,fake
BREAKING: Johnny Depp Taken Into Custody By Secret Service,fake
WATCH LIVE: Tim Kaine and Corey Stewart meet for first U.S. Senate debate in Virginia,real
Web Ad A Tale of Two Mitts,real
"Washington Post: Breaking News, World, US, DC News & Analysis",real
foreign policy speech,real
Transcripts,real
Organizing for Action,real
Remarks by the President on Oil and Gas Subsidies,real
John McCain for President,real
Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,fake
"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",real
Fox News Sunday,real
"The first Trump-Clinton presidential debate transcript, annotated",real
Barack Obama’s Remarks in St. Paul,real
ICE removal key goal of Democrats in 2020 election,fake
Democratic National Convention,real
"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",fake
Table B46 Employees on nonagricultural payrolls by major industry 19552006,real
Planned Parenthood® Action Center,real
World's most popular candy to be removed from shelves by October 2017!,fake
One in Four – Congressman Joe Pitts – Medium,real
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,fake
Tens of Thousands Of Scientists Declare Climate Change A Hoax,fake
Create a Prank and trick your friends,fake
BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),fake
The CNN porn scare is how fake news spreads,fake
Libtard Hero Al Franken Forced To Resign In Disgrace,fake
Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,fake
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,fake
CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT,fake
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,fake
Dr. James Dobson,real
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,fake
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,fake
Delta targeted in online free airline ticket scam,fake
MoveOn.org Political Action: General Petraeus or General Betray Us?,real
Session Law,real
 Actress Emma Stone ‘For the first time in history we have a president that…,fake
U.S. Solar Market Insight Report,real
Text of H.R. 3338 (107th): Department of Defense and Emergency Supplemental Appropriations for Recovery from and Response to ... (Passed Congress version),real
Dean Ralph Reed Fundraiser Reveals McCain Double Talk on Ethics,real
‘Americans need to stand together’: Hillary Clinton’s remarks following the Orlando shooting,real
speech on the floor of the US House of Representatives,real
ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,fake
Massachusetts Department of Elementary and Secondary Education,real
"9/11 families, others rally in favor of NYC mosque",real
Interview with Sen John McCain,real
"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",real
CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,fake
Transcripts,real
MoveOn.org Political Action: 10 things to know about McCain,real
Rep. Vern Buchanan on Twitter,real
Contact Support,fake
UsPostman.com is for sale (Us Postman),fake
Rand Paul: We Must Demilitarize the Police,real
"Sec. John Kelly on Manchester investigation, keeping America safe",real
"Care Without Coverage: Too Little, Too Late",real
Australia Becomes First Country To Begin Microchipping Its Citizens,fake
Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,fake
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,fake
The Return of the Viral Email,real
Debbie Wasserman Schultz on Twitter,real
Remarks by the President on Responsible Homeownership,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
‘NASA Confirms’ 15 Days Of Darkness Coming This Month,fake
McCain Campaigns In Nashville,real
Planned Parenthood® Action Center,real
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,fake
"Earmark reform? 2009 spending bill contains 9,000 of them",real
CQ Vote Studies,real
"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",real
British Politician Beaten by Protestors for 'Welcoming Trump to the UK',fake
"3rd Democratic debate transcript, annotated: Who said what and what it meant",real
BREAKING: Supreme Court Sides With Trump–This Changes Everything!,fake
"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",fake
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,fake
majorthoughts.com,fake
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,fake
Twelve More Hurricanes Headed Towards US,fake
BREAKING: Santa Fe Killer Confesses His Love For Obama,fake
"The hacked emails at the center of Mueller’s Russia investigation, explained",fake
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),fake
Rising to a New Generation of Global Challenges,real
Health Insurance Coverage in the United States 2015,real
2011 via CQ subscribers only Tax Foundation,real
Op-ed by President Obama: President Obama Reflects on the Impact of Title IX,real
Louise Slaughter on Twitter,real
"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign Finance Rules",real
Target to Discontinue Sale of Holy Bible,fake
TPMtv Extra: South Carolina Ronald Reagan Debate,real
dailynative.us,fake
Transcript Briefing by Press Secretary Robert Gibbs,real
john.he.is,real
Transcripts,real
Donald J. Trump on the Stakes of the Election,real
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,fake
Transcripts,real
Rice told investigators why she unmasked Trump aides,fake
public information officer for Palm Beach County Property Appraisers Office,real
"Budget of the United States Government, FY 2008",real
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,fake
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,fake
Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,fake
Frequently Asked Questions,fake
Terror Suspects Are Buying Guns - and the FBI Can't Stop Them,real
Sid Miller,fake
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,fake
Testimony on the Alternative Minimum Tax,real
U.S. Senator Rand Paul of Kentucky,real
"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",real
Morgan Griffith says EPA treats milk spills same way as oil spills,real
05/27/99 Committee on the Judiciary,real
2008 Presidential Election,real
Monthly Budget Review,real
It’s Time for the Senate to Do Its Job – Congressman Mike Honda – Medium,real
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",fake
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,fake
The Colbert Report,real
US Government Accountability Office Report to Congressional Committees,real
Why the Public Option Isn't the Only Answer to Health-Care Reform,real
"80% of black men in Atlanta are Homosexuals, study says",fake
U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,real
BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,fake
"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",fake
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,fake
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,fake
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,fake
Manager killed 10 employees at checkers on 183st and 27ave,fake
Political Figures: C (2),real
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,fake
The Budget and Economic Outlook: Fiscal Years 2009 to 2019,real
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,fake
Vets for Trump Facebook page,fake
Thinking about writing in a candidate on Election Day? Read this before you do.,fake
2011-2012 Wisconsin Legislature Documents,real
American News is under construction,fake
Encounters With 'Regular Guy' Fred Thompson -- New York Magazine,real
NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,fake
Bureau of Labor Statistics Data,real
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,fake
Patient Protection and Affordable Care Act,real
"3,000-Pound Great White Shark Captured in Great Lakes",fake
Public financial disclosure report,real
Romney CPAC Speech: It's All About the Jobs,real
Wilmington Regional Film Commission,fake
BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,fake
"'This Week' Transcript: McKay, Napolitano, Salazar and Allen",real
Amendment to to declare English as the national language of the Government of the United States,real
Striking it Richer The Evolution of Top Incomes in the United States update with 2007 estimates,real
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,fake
"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",fake
Mueller Will Be Forced To Resign Over Pelosi Affair,fake
Popular baby names,real
BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),fake
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",fake
"Donald Trump inauguration: Artists who won't perform at ceremony include Elton John, Celine Dion and John Legend",fake
Transcripts,real
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",fake
"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",fake
Keeping His Word: Lowering the Cost of Medicare Prescriptions,real
"U.S. considers 3,000 more troops for Afghanistan",real
Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,fake
Tim Kaine's Speech in Spanish at an Arizona Rally: Read Now,real
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,fake
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",fake
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,fake
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,fake
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",real
New Law Makes it Illegal to Shower and Do Laundry on Same Day,fake
"Joni Ernst ""Promises"" Ad",real
Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,fake
"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",fake
FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,fake
Jimmy Carter: “Medical Marijuana Cured My Cancer”,fake
BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,fake
"Call 'Islamic terrorism' what it is: a threat to West, Jeb Bush says",real
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,fake
Man charged with murder after driving into anti-far-right protesters in Charlottesville,fake
Who Benefits from President Trump’s Child Care Proposals,real
Remarks by President Trump in a Listening Session on Healthcare,real
Writers May Have Pact. Huckabee Crosses Picket Line—Again,real
Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,fake
Rebooting: You and your doctor under Obamacare,real
BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,fake
"Smoking In Cars With Children Is Illegal Starting January 30, 2018",fake
Delta Ticket 2017,fake
Preventing the Flu: Good Health Habits Can Help Stop Germs,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",fake
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",fake
"For Education Secretary, Stimulus Means Dollars and Risk",real
Missing Teen-Ager Found in New Jersey,real
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,fake
Congressman Pence Discusses House Republican Energy Bill on MSNBC's Morning Joe,real
Snapchat is shutting down!,fake
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress",real
Inside a Fake News Sausage Factory: ‘This Is All About Income’,fake
Barack Obama says U.S. oil production last year was highest since 2003,real
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,fake
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,fake
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,fake
Debbie Wasserman Schultz on Twitter,real
"The Hill: Op-Ed: Go natural, go nuclear",real
BREAKING: President Trump Pardons Kim Davis,fake
Transcript: Vice Presidential Debate,real
Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,real
Transcript of debate between Chris Coons and Christine ODonnell,real
John McCain for President,real
"Briefing by White House Press Secretary Robert Gibbs, 9/10/09",real
U.S. Department of Education Budget History,real
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,fake
112-Year-Old Voters in North Carolina?,fake
"Transcript of second McCain, Obama debate",real
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",fake
Rand Paul Campaigns in Iowa for Miller-Meeks,real
New York Man Wanted For Infecting 240 Men And Women With HIV!!!,fake
Peace Through Strength and American Pride vs. “Enemy-Centric” Policy,real
Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,real
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,fake
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,fake
Michael Bennet for US Senate,real
Barack Obama says Mitt Romney condemned coal-fired power plants as killers,real
 Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,fake
Transcript: NPR's Full Interview With Sen. Marco Rubio,real
"This Labor Day, we need protests",real
Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,fake
Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House,fake
"Ralph Nader on Barack Obama: ""It is Quite Clear He is a Corporate Candidate from A to Z""",real
Job Openings and Labor Turnover Survey News Release,real
Archbishop Desmond Tutu dies while holidaying in Texas,fake
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,fake
The early catastrophe,real
"Leonard Lance claims federal tax code contains 4 million words, is 7 times as long as Bible",real
Poor and the nearpoor 1959 to 2006,real
Lady Gaga on Twitter,fake
BREAKING: US comedian Kevin Hart in critical condition after gory car crash,fake
"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",fake
H.R.6060 - 109th Congress (2005-2006): Department of State Authorities Act of 2006,real
Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,fake
Supreme Court Vacancy Video,real
National Income and Product Accounts Table 175 Relation of Gross Domestic Product,real
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,fake
"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",fake
BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,fake
Q&A: Did slaves build the White House?,real
BREAKING: Federal Judge Grants Permission To Subpoena Trump,fake
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,fake
Account Suspended,fake
Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,real
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,fake
Malia Obama Fired From Cushy Internship At Spanish Embassy,fake
Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll,real
"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",real
The Economic Burden Caused by Tax Code Complexity,real
Video Interview with Howard Dean,real
Part 1 of CNN Democratic presidential debate,real
Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,real
Hillary Clinton Transcript: Building the ‘Growth and Fairness Economy’,real
Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,fake
McDonnell Letter Urges No Delay in Virginia Offshore Energy Exploration and Development,real
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",fake
Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,fake
Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union,fake
The Arena - Politico's daily debate with policymakers and opinion shapers,real
A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,fake
Card Penalty Fees Soften Slightly In 2010,real
BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap,fake
Remarks on counterterrorism at Stanford University,real
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,fake
"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",real
"NRA President David Keene Rejects White House Gun Control Approach | PBS NewsHour | Jan. 15, 2013",real
Obamacare vs. the Catholic bishops,real
"Florida Bridge Collapse, Female Company",fake
"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far Enough""",real
"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway",fake
Obama administration opens the door for states to seek major changes in welfaretowork law,real
VIDEO: Special Preview Of Jersey Shore In Miami!,real
McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,fake
"Palin: Pioneer, maverick -- and now game-changer",real
Democratic Leaders Say House Democrats Are United Against GOP Default Act,real
"Democratic debate: Bernie Sanders really isn't as ""socialist"" as President Eisenhower",real
"GOP Task Force, Lone Democrat Eye Trafficking Law",real
“Dictionary” on President Obama’s Health Care Taxes,real
United Airlines Flight Attendant Slaps Crying Baby During Flight,fake
eCFR — Code of Federal Regulations,fake
Warren Buffett says the super-rich pay lower tax rates than others,real
Harry Reid,real
"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen",real
CPAC 2013 - Former Governor Sarah Palin (R-AK),real
Hillary Clinton Sits Down With Bill OReilly,real
Malia Obama Arrested With A Gang Of Thugs In Chicago,fake
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,fake
John McCain for President,real
About Bright Horizons Child Care & Family Solutions,real
and Surpluses or Deficits as Percentages of GDP 1930–2015,real
by Mark Halperin,real
Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,fake
"McCAIN, John Sidney, III",real
US Trade in Goods,real
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",fake
"Bill Gates: “I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.”",fake
ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,fake
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,fake
Rep. Ross: We need to get government running again,real
President Barack Obama in Portsmouth Town Hall,real
Who is affected by the government shutdown?,fake
